Respondent,angular/angular.js,asp.net,django,drupal,express,flask,jquery,laravel,other(s):,react.js,ruby on rails,spring,vue.js
36981,1.0,1.0,,,,,,,,,,,
36982,,,,,,,,,,,,,
36983,,,,,,,,,,,,1.0,
36984,,,,,,,,,,,,,
36985,,,,,,,,,,,,,
36986,,,,,,,1.0,,,1.0,,,
36987,,,,,,,,,,,,,
36988,,,,,1.0,,,1.0,,1.0,,,
36989,,,,,,,,,,,,,
36990,,,,,,,,,,,,,
36991,,1.0,,,,,1.0,,,,,,
36992,,,,,,,,,,,,,
36993,,,,,,,,,,1.0,1.0,,1.0
36994,1.0,,,,,,,,,1.0,,,
36995,1.0,,,,,,,1.0,,,,,1.0
36996,1.0,,,,1.0,,1.0,,,,,,
36997,,1.0,,,,,1.0,,,,,,
36998,1.0,,,,,,,,,,,,
36999,,,,,,1.0,,,,,,,
37000,,,1.0,,,,,,,,1.0,,
37001,,,,,,,1.0,,,1.0,,,
37002,,,,,1.0,,1.0,,,,,,
37003,,,,,,,1.0,,,,,,
37004,,,,,,,,,,,,,
37005,,,,,,,,,,,,1.0,
37006,,,,,,,,,,,,,
37007,,,,,,,,,,,,,
37008,,,,,,,,,,,,,
37009,1.0,,,,,,,,,,,,
37010,,,,,,,,,,1.0,,,
37011,1.0,,,,,,1.0,,,,,,
37012,,,,,,,,,,,,,
37013,,,1.0,,,,1.0,,,,,,
37014,,,,,1.0,,1.0,,,,1.0,,1.0
37015,,,,,,1.0,1.0,,,,,1.0,
37016,,,,,,,,,,,,,
37017,,,,,,1.0,,,,,,,
37018,,,,,,,,,,,,,
37019,1.0,,,,,,1.0,,,1.0,,1.0,
37020,,,,,,,,,,,,,
37021,,,,,,,,,,,,,
37022,,,,,,,,,,,,,
37023,1.0,,,,1.0,,1.0,1.0,,1.0,,,
37025,,1.0,,,,,1.0,,,,,,
37026,,,,,,,,,,1.0,,,
37027,,,,,,,,,,,,,
37028,1.0,,1.0,,1.0,,,,,,1.0,,
37029,,,,,,,1.0,,,,,,
37030,,,,,,,,,,,,,
37031,,,,,,,1.0,1.0,,,,,1.0
37032,,,1.0,,,1.0,,,,,,,
37033,,,,,,,1.0,,,,,1.0,
37034,1.0,1.0,,,,,1.0,,,,,,
37035,1.0,1.0,1.0,,,,1.0,,,1.0,,,
37036,,,1.0,,1.0,,1.0,,,1.0,,,
37037,,,,,1.0,,,,,,,,1.0
37038,,,,,,,,,,,,,
37039,1.0,,,,,,1.0,,,,,1.0,
37040,,,,,,,,,,,,1.0,
37041,1.0,,,,1.0,,1.0,1.0,,,,,
37042,1.0,1.0,,,,,,,,1.0,,,
37043,1.0,1.0,,,,,1.0,,,,,,
37044,,,,,,,1.0,,,,,,
37045,,,,,,,,,1.0,,,,
37046,,,1.0,,,,,,,,,,
37047,,,,,,,,,,,,,
37048,,,1.0,,,,,,,,,,
37049,1.0,1.0,,,,,1.0,,,1.0,1.0,,
37050,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,1.0
37051,,,,,,,1.0,1.0,1.0,,,,1.0
37052,,1.0,,,,,1.0,,,,,,
37053,,,,,,,,,,,,,
37054,1.0,,,,1.0,,,,,,,,
37055,,,1.0,,,,,,,,,1.0,
37056,,,,,,,,,,,,,
37057,,,,,,,,,,,,,
37058,,,,,,,,,,,,1.0,1.0
37059,,1.0,,,,,,,,1.0,,,
37060,,,,,,,,,,,,,
37061,1.0,,1.0,,1.0,,,,,1.0,,,
37062,,,,,,1.0,,,,1.0,,,
37063,,,,,,,,,,,,,
37064,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0
37065,,,,,,,1.0,,,,,,
37066,,,,,1.0,,,,,,,,
37067,,1.0,,,,,,,,,,,
37068,,,1.0,,,1.0,,,,,,,
37069,1.0,,,,,,1.0,,,,,1.0,
37070,,,,,1.0,,,,,1.0,,,
37071,,,,,,,1.0,,,1.0,,,1.0
37072,,,,,,,,,,1.0,,1.0,
37073,,1.0,,,,,1.0,,,,,,
37074,,,,,1.0,,,,,1.0,,,
37075,,,,,,,,,,,,,
37076,,,,,,,,,,,,,
37077,,,,,,,,,,,,,
37078,1.0,1.0,,,1.0,,1.0,,,,,,1.0
37079,,,,,,,,,,,,,
37080,,,,,,,,,,1.0,,,
37081,1.0,1.0,,,,,,,,1.0,,,
37082,,,1.0,,,,1.0,,,1.0,,,
37083,,,,,,1.0,1.0,,,,,,1.0
37084,,,,,,,1.0,,,,,1.0,
37085,1.0,1.0,,,,,1.0,,,,,,
37086,,,,,,,,,,,,,
37087,,1.0,,,,,,,,1.0,,,
37088,,,,,,,,,,,,,
37089,,,,,,,,,,,,,
37090,1.0,,,,,,1.0,,,,,,
37091,1.0,,,,1.0,,1.0,,,1.0,,,
37092,,,,,,,,,,,,,
37093,,1.0,,,1.0,,1.0,1.0,,1.0,,,1.0
37094,,,,,,,1.0,,,,,,
37095,1.0,,,,,,1.0,,,1.0,,,
37096,,,,,,,,,,,,,
37097,,,,,,,,,,,,,
37098,1.0,1.0,,,,1.0,,,,1.0,,,1.0
37099,1.0,1.0,,,,,,,,1.0,,1.0,
37100,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0
37101,,,,,,,,,,,,,
37102,,,1.0,,,,1.0,,,,,,
37103,,1.0,,,,,,,,,,,
37104,,,,,,,1.0,,,,,1.0,
37105,,1.0,,,,,,,,,,,
37106,,1.0,,,,,,,,,,,
37107,,,,,,,,,1.0,,,,
37108,1.0,1.0,,,,,1.0,,,1.0,,,
37109,,1.0,,,,,1.0,,,,,,
37110,,1.0,,,,,,,,,,,
37111,1.0,1.0,,,,,,,1.0,,,1.0,1.0
37112,,,,,,,,,,,,,
37113,,,,,,,1.0,1.0,,,,,
37114,1.0,,,,,,,,1.0,1.0,,,
37115,1.0,1.0,,,,,1.0,,,,,,
37116,,,,,,,,,,,,,
37117,,1.0,,,,,,,,,,,
37118,1.0,,,,,,1.0,1.0,,,,,1.0
37119,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0
37120,,,,,1.0,,1.0,,,,,,1.0
37121,,,,,,,,,,,,,
37122,,1.0,,,1.0,,,,,,,,
37123,,,,,,,,,,,,,
37124,,,,,,,1.0,,,1.0,,,1.0
37125,,,,,,,,,,,,,
37126,,,,,,,,,,,,,
37127,,,,,,1.0,,,,,,,
37128,,1.0,,,,,,,,,,,
37129,,,,,,,,,,,1.0,,1.0
37130,,,,,,1.0,1.0,,,,,,1.0
37131,1.0,,1.0,,,1.0,1.0,,,,,,
37132,,,,,,,,,,1.0,1.0,,
37133,1.0,1.0,,,,,1.0,,,,,,
37134,,,,,,,,,,,,1.0,
37135,,,,,,1.0,,,,,,,
37136,,,,,,,,,,,1.0,,
37137,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,
37138,,,,,,,1.0,,,,,,1.0
37139,,,,,,,1.0,1.0,,,,,
37140,,,,,,,,,,,,,
37141,,,,,,,,,,1.0,,,
37142,,,,,,,,,,,,,
37143,1.0,1.0,,,,,1.0,1.0,,,,,
37144,,,,,1.0,,,,,,1.0,,
37145,,,,,1.0,1.0,1.0,,,,1.0,,
37146,,,,,,,,,,,,,
37147,1.0,,,,,,,,,,,,
37148,,,,,,,,,,,,,
37149,,,,,,,,,,,,,
37150,,1.0,,,1.0,,,,,1.0,,,1.0
37151,,,,,,,,,,,,,
37152,,,,,,,,,,,,,
37153,1.0,1.0,,,,,,,,,,,
37154,,,,,,,,,,,,,
37155,,,,,,,1.0,1.0,,1.0,,,
37156,,,,,,,,,,,,,
37157,,,,,1.0,1.0,1.0,,,,,,
37158,1.0,,,,1.0,,1.0,,,1.0,1.0,,1.0
37159,,,,,,,,,,,,,
37160,,,,,,,,,,,,,
37161,,,,,,,1.0,,,1.0,,,
37162,1.0,,,,1.0,,1.0,,,1.0,,,1.0
37163,,,,,,1.0,,,,,,,
37164,,,,,,,,,,,,,
37165,,,,,,,1.0,,1.0,,,,
37166,,1.0,,,,,,,,,,,
37167,,1.0,,,,,,,,,,,
37168,1.0,1.0,,,,,,,,1.0,,,
37169,,,,,,,,,,,,,
37170,,,,,,,1.0,,,,,,
37171,,,,,,1.0,1.0,,,,,,1.0
37172,1.0,,,,,,1.0,,,1.0,,,
37173,,1.0,,,,,,,,,,,
37174,,,,,,,,,1.0,1.0,,,1.0
37175,,,,,,,,,,,,,
37176,,,,,1.0,,1.0,,,1.0,,,
37177,,,,,,,,,,,,,
37178,,,,,,,,,1.0,1.0,,,
37179,,,,,,,,,,1.0,,,
37180,,1.0,,,,,,,,,,,
37181,1.0,,,,,,,,,,,,
37182,,,1.0,,,1.0,,,,,,,
37183,1.0,1.0,,,,,1.0,,,,,,
37184,,,,,1.0,,,,,,,,
37185,,,,,,1.0,1.0,,,,,1.0,
37186,,1.0,,,,,,,,,,,
37187,,,,,,,,,,,,,
37188,1.0,,,,1.0,,,,,,,,
37189,,,,,,,,,,,,,
37190,,,1.0,,,,1.0,,,,,,1.0
37191,,,,,,,1.0,,,,,,
37192,,,,,,,,,,,,,
37193,,1.0,,,,,1.0,,,,,,
37194,,,,,,,1.0,1.0,,,,,
37195,,,,,,,,,,,,,
37196,,,,,1.0,,,,,1.0,,,
37197,,,,,1.0,,1.0,,,,1.0,1.0,1.0
37198,,,,,,,,1.0,,1.0,,,
37199,,,,,,,,1.0,1.0,,,,1.0
37200,,1.0,,,,,,,1.0,1.0,,,
37201,1.0,,,,,,,,,,,1.0,
37202,1.0,,,,1.0,,1.0,,,1.0,1.0,,
37203,,,,,,,,,1.0,,,,
37204,,,,,,,,,,,,,
37205,,,,,,,,,1.0,,,,
37206,,,,,,,,,,,,1.0,
37207,,,,,1.0,,,,,1.0,,,
37208,,,,,,,,,,,,,
37209,,,1.0,,1.0,1.0,1.0,,,1.0,,,
37210,1.0,1.0,,,,,,,,1.0,,,
37211,,,,,,,,,,,,,
37212,,,,,,,,,1.0,1.0,,,1.0
37213,,,,,,,1.0,,,,,,
37214,,1.0,,,,,1.0,,,,,,
37215,,,,,,,,,,,,1.0,
37216,1.0,,,,1.0,,,1.0,,1.0,,,
37217,1.0,1.0,,,1.0,,1.0,,,,,,
37218,,,,,,,1.0,,,,,,
37219,,,,,,,1.0,,1.0,1.0,,,
37220,,,,,,,1.0,,,,,,1.0
37221,,1.0,,,,,1.0,,,,,,
37222,1.0,1.0,,,,,1.0,,,,,,
37223,,,,,,1.0,,,,1.0,,,
37224,1.0,1.0,,,,,,,,,,1.0,
37225,1.0,,1.0,,,,,,,1.0,,,
37226,,,1.0,,,,,,,,,,
37227,1.0,,,,,,,,,,,,
37228,1.0,,,,,,1.0,,,,,,
37229,,,,,,,,,,1.0,1.0,,
37230,,,,,,1.0,,,,,,,
37231,,,1.0,,,,,,,,,,
37232,,,,,,1.0,,,,,,,
37233,,,,,,,1.0,,,,,,
37234,,1.0,,,,,,,,,,,
37235,,,1.0,,,1.0,,,,,,,
37236,,,,,1.0,,1.0,,,1.0,,,
37237,,,,,,1.0,1.0,,,,,,
37238,,,,,1.0,,1.0,,,,,,
37239,,,,,,,,,,,,,
37240,,1.0,,,1.0,,,,,,,,
37241,,1.0,,,,,,,,,,,
37242,,,,,,,,,,,,,
37243,,,,,,1.0,,,,,,,
37244,,,,,,,1.0,1.0,,,,,
37245,1.0,1.0,,,,,1.0,,,,,,
37246,,,,,,,,,,,,,
37247,,,,,,,,,,,,,
37248,1.0,,1.0,,,,1.0,,,1.0,,,1.0
37249,,,,,,,,,,,,,
37250,,,,,,,,,,,,,
37251,1.0,,,,1.0,,,,,1.0,1.0,,
37252,,,,,,,,,,,,,
37253,,,,,,,1.0,1.0,,1.0,,1.0,
37254,1.0,,,,1.0,,,,1.0,,,,
37255,,,,,,,,,,,,,
37256,,,,,,,,,,,,,
37257,,,,,,,,,,,,,
37258,1.0,1.0,,,,,,1.0,,,,,1.0
37259,,1.0,,,,,,,,,,,
37260,,,,,,,,,,,,,
37261,,,,,,,1.0,,,,,,
37262,,,,,,,,,,,,,
37263,,,,,,,1.0,,1.0,,,,
37264,,,,,,,,,1.0,,,,
37265,,,,,,,,,,,,,
37266,,1.0,,,,,,,,,,,1.0
37267,,,,,,,1.0,,,,,,
37268,,1.0,,,,,1.0,,,,,,
37269,,,1.0,,,,,,,,,1.0,
37270,1.0,1.0,,,1.0,,1.0,,,1.0,,,
37271,,,,,,,,,,,,,
37272,1.0,1.0,,,,,1.0,,,,,,
37273,1.0,,,,,,1.0,,,,,,
37274,,,,,,,,,,,,,
37275,,,1.0,,,,,,,,,,
37276,,,,,,,,,,,,,
37277,,,,,,,,,,,,,
37278,,1.0,,,,,,,,,,,
37279,,,,,,,1.0,,,,,,
37280,,,,,,,,,,,,,
37281,,,,,,,,,,,,,
37282,,,,,,,,,,,,,
37283,,1.0,,,,,,,,,,1.0,
37284,,,,,,,1.0,,,,,,
37285,,,,,,,,,,,,,
37286,,,,,,,,,,,,,
37287,,,,,,,1.0,1.0,,,,,1.0
37288,,,,,,,,,,,,,
37289,,,,,,,,,,1.0,,,
37290,,,,,,,,,,,,,
37291,1.0,1.0,,,,,1.0,,,,,,
37292,,,,,,,,,1.0,1.0,,,
37293,1.0,,,,,,,1.0,,1.0,1.0,,1.0
37294,1.0,1.0,,,,,1.0,,,,,1.0,
37295,,1.0,,,,,1.0,,,,,,
37296,,,,,,,,,,1.0,1.0,,
37297,,,,,,,,,,,,,
37298,,1.0,,,,,,,,1.0,,,
37299,,,1.0,,,1.0,1.0,,,,,,
37300,,,,,,,,,1.0,,,,
37301,,,,,,,,,,,,,
37302,1.0,,,,,,,,,,,,
37303,,,,,,,,,,1.0,,,
37304,,,,,1.0,,,,,1.0,,,
37305,,,,,,1.0,,,,,,,
37306,,,,,,,,,,,,,
37307,,,,,,,,,,,,,
37308,1.0,,,,,,1.0,,,,,1.0,1.0
37309,,,,,,,,,,,,,
37310,1.0,,,,,,1.0,,,,,,
37311,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,
37312,,,,,,,,,,,,,
37313,1.0,1.0,,,,,,,,,1.0,,
37314,,,,,,,1.0,,,1.0,,,
37315,,,,,1.0,,,,,,,,
37316,,,,,,,,,,,,,
37317,,1.0,,,,,1.0,,,,,,
37318,,,,,,1.0,,,,,,,
37319,,,,1.0,,,,,,,,,
37320,1.0,1.0,,,,,1.0,,,1.0,,,
37321,,,,,,,,,,,,,
37322,,,,,,,,,,,,,
37323,,,,,,,,,,,,,
37324,,,,,,,,,,1.0,,,
37325,,,,,,,,,,,,,
37326,,,,,,,1.0,,,,,,
37327,1.0,,1.0,,1.0,,,,,,,,1.0
37328,,,,,,,1.0,,1.0,,,,1.0
37329,1.0,,,,,,1.0,1.0,,,,,
37330,,,1.0,,,,1.0,1.0,,,,,1.0
37331,1.0,1.0,,,,,1.0,,,,,,
37332,1.0,,,,,,1.0,,,,,1.0,
37333,1.0,,1.0,,,,,,,,,,
37334,1.0,,,,,,1.0,,,,,,
37335,,,,,,,,,,,,,
37336,1.0,,,,1.0,,,,,,,,
37337,,,,,,,,,,,,,
37338,,,1.0,,,,1.0,,,,,1.0,
37339,,,,,,,,,,,,,
37340,,1.0,,,,,1.0,,,,,,
37341,1.0,1.0,,,,,1.0,,,,,,1.0
37342,,,1.0,,,1.0,,,,,,,
37343,,,,,,,,,,,,,
37344,,,,,,,,,,,,,
37345,,1.0,,,,,1.0,,,,,,
37346,1.0,,,,1.0,,1.0,,,1.0,1.0,,
37347,,,1.0,,,,,,,1.0,,,
37348,,,,,,,1.0,,,,,,
37349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
37350,,,,,,,,,,,,,
37351,,,,,,,,,,,,,
37352,,,,,1.0,,,,,1.0,,,1.0
37353,,,,,,,1.0,,,,,,
37354,,,,,,,1.0,,,,,,
37355,,,,,,,1.0,,,,,,
37356,,,,,,,,,,1.0,,,
37357,1.0,1.0,,,,,,,,,,,
37358,,,,,,,,,,,,,
37359,,,,,,,1.0,,,,,,1.0
37360,,,,,,,,,,,,,
37361,,,1.0,,,,,,,,,,
37362,,,,,,,,,,,,,
37363,,,1.0,,1.0,,,,,1.0,,,
37364,1.0,,,,,,1.0,,,1.0,,,
37365,1.0,,1.0,,1.0,,,,,1.0,,,
37366,,,,,,,,,,,,,
37367,,,,,,,,,,,,,
37368,,,,,,,1.0,,,,1.0,,1.0
37369,,,1.0,,,,1.0,,,,,,
37370,,,,,,,,,,,,,
37371,,,,,,,,,,,,,
37372,,,,,,,,,,,,,
37373,,,,,,,,,,,,1.0,
37374,,,,,,,1.0,,1.0,,,1.0,
37375,,,,,,,,,,,,,
37376,,,,,,,,,,,,,
37377,,,1.0,,,,,,,1.0,,,
37378,1.0,,,,,,1.0,1.0,,,,1.0,
37379,,,1.0,,,1.0,,,,,,,
37380,,,,,,,,,,,,,
37381,,,,,,,1.0,,,1.0,,,
37382,1.0,,,,,1.0,1.0,,1.0,1.0,,,
37383,,,,,,,,,,,,,
37384,,,,,,,,,,,1.0,,
37385,,,,,,,,,,,,,
37386,,,,,,,,,,,,,
37387,,,,,,,,,,,,,
37388,,,,,,,1.0,,,,1.0,,
37389,,,,,,,,,,,,,
37390,,,,,,,,,,,,,
37391,,1.0,,,,,1.0,,,1.0,,,
37392,,,,,,,,,,,,,
37393,,,,,,,1.0,,,,,,
37394,1.0,,1.0,,1.0,,1.0,,,,,,1.0
37395,,,,,,1.0,1.0,,,1.0,,,
37396,,,,,,,,,,,,,
37397,,,,,,,,,,,,,
37398,,,,,,,1.0,,,,,,
37399,,,,,,1.0,,,,,,,1.0
37400,,,,,,,,,,,,,
37401,,,,,1.0,,,,,1.0,,,1.0
37402,,,,,,,,,1.0,1.0,,,
37403,,,,,,,,,,1.0,,,
37404,,,,,,,1.0,,,1.0,,,
37405,,,,,,,,,,,,,
37406,,,,,,,,,,,,,
37407,,,,,,,,,,,,,
37408,,,,,,,,,,1.0,,,
37409,,,,,,,,,,,,,
37410,,,,,,,,,,,,,
37411,,,,,1.0,,,,,,,,
37412,,1.0,,,,,,,,,,,
37413,1.0,1.0,,,,,1.0,,,1.0,,,
37414,,,,,1.0,,,,,,,,
37415,,,,,,,,,,,,,1.0
37416,,,,,,,,,1.0,,,,
37417,1.0,1.0,,,1.0,,,,,,,,
37418,,1.0,,,,,1.0,,,,,,
37419,,,,,,,,,,1.0,,,
37420,,,,,,,,,,,,,
37421,,1.0,,,,,1.0,,,,,,
37422,,,,,1.0,,,,,,,,1.0
37423,,,,,,,,,,,,,
37424,1.0,,,,1.0,,1.0,1.0,,,,,
37425,,,,,,,1.0,,,1.0,,,
37426,,,,,,,,,,1.0,,1.0,
37427,1.0,,,,,,1.0,,,,,,
37428,,,,,,,1.0,,,,,,
37429,,,,,,,,,,,,,
37430,,,,,,,,,,,,,
37431,1.0,1.0,,,,,1.0,,,,,,1.0
37432,,,,,,1.0,,,,,,,
37433,,1.0,,1.0,,,1.0,1.0,,,,,1.0
37434,1.0,,,,1.0,,1.0,,,1.0,,,
37435,,,,,,,,,,,,,
37436,,1.0,,,,,,,,,,,
37437,,,,,,,,,,,,,
37438,,,,,,,,,,,,,
37439,1.0,1.0,,,,,,,,,,,
37440,,1.0,,,,,,,,,,,
37441,1.0,1.0,,,,,,,,1.0,,,
37442,,,1.0,,,,,,,,,,
37443,,,,,,,,,,,,1.0,1.0
37444,,,,,,,,,,,,,
37445,,,,,,1.0,,,,1.0,,,1.0
37446,1.0,1.0,,,,,1.0,,,,,,
37447,,,1.0,,,1.0,1.0,,,,,,
37448,,,1.0,,,,,,,1.0,,,
37449,,,,,,,,,,1.0,,1.0,
37450,,,,,,,,,,,,,
37451,,,,,1.0,,,,,1.0,,1.0,
37452,,,,,,,,,,,,,
37453,,,,,,,,,,,,,
37454,,1.0,,,,,,,,1.0,,,1.0
37455,,,1.0,,,,1.0,,,1.0,,,
37456,,,,,,,,,,,,,
37457,,1.0,,,,,1.0,,,,,,
37458,,,,,,,,,,,,,
37459,,,,,,,1.0,,1.0,,,,
37460,,,,,1.0,,,,,,,,1.0
37461,,,,,,,,,,,,,1.0
37462,,,1.0,,,1.0,,1.0,,,,,1.0
37463,,1.0,,,,,1.0,,,,,1.0,
37464,,,,,,,,,,,,1.0,
37465,,,1.0,,,1.0,,,,,,,
37466,,,,,,,,,,,,,
37467,,,,,,,,,,,,,
37468,,,,,,,1.0,,,1.0,1.0,,
37469,,,,,,,,,,,,1.0,
37470,,,,,,,,,,,,,
37471,,1.0,,,,,,,,1.0,,,1.0
37472,,,,,,,,,,1.0,,,
37473,1.0,1.0,,,,,1.0,,,,,,
37474,,,,,,,,,,1.0,1.0,,
37475,,,,,,,,,,,,,
37476,1.0,1.0,,,,,,,,,,,
37477,,,1.0,,,1.0,,,,,,,
37478,,,,,,,,,,1.0,,,
37479,,,,,1.0,,,,,1.0,,,1.0
37480,,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0
37481,,,1.0,,,1.0,1.0,,,,,,
37482,,,,,,,,,,,,,
37483,,,,,,,,,,,,,
37484,,,,,,,1.0,,,,,,
37485,1.0,1.0,,,,,1.0,,,,,,
37486,1.0,,,,1.0,,1.0,,,,,,
37487,,,,,,,,,,,,,
37488,,1.0,,,,,,,,,,,1.0
37489,,1.0,,,,,1.0,,,,,,
37490,,,,,,,,,,,,,
37491,,,,,1.0,,1.0,,,1.0,,,
37492,,,1.0,,,,1.0,1.0,,,,,1.0
37493,,,,,1.0,,1.0,,,1.0,,,1.0
37494,,,,,1.0,,,,,1.0,,,
37495,,,,,,,,,,1.0,1.0,,1.0
37496,,1.0,,,,,1.0,,,,,,
37497,,1.0,,,,,1.0,,,1.0,,,
37498,1.0,,,,,,,,,,,,
37499,,,,,,,,,,1.0,,,
37500,,,,,,,,,,,,1.0,
37501,1.0,,,,,1.0,1.0,1.0,,,1.0,,1.0
37502,,,,,,,,,,,,,
37503,,,,,,,1.0,,,,,,
37504,1.0,,,,,,,,,,,1.0,
37505,,,,,,,,,,,,,
37506,,,,,,,,,,1.0,,,
37507,,,,,,,1.0,,,,,1.0,
37508,1.0,,,,1.0,,1.0,1.0,,,,,
37509,,,,,,,1.0,,,,,,
37510,1.0,,,,,,,,,,,,
37511,,1.0,,,,,,,,,,,1.0
37512,,,,,,,,,,1.0,,,
37513,,,,,,,1.0,,,,,1.0,
37514,1.0,,,,1.0,,1.0,,,1.0,,,
37515,,,,,,,,,,,,,
37516,,,,,,,,,,,,,
37517,,,,,1.0,,1.0,,,,,1.0,
37518,,,,,,,1.0,,,,,1.0,
37519,,,,,,,,,,,,1.0,
37520,1.0,,,,1.0,1.0,1.0,,,,,,1.0
37521,,,,,,,,,,,,,
37522,,,,,,1.0,1.0,,,,1.0,,
37523,,,,1.0,1.0,,1.0,1.0,,1.0,,,
37524,,,,,,,1.0,,,1.0,1.0,,
37525,,,,,,,,,,1.0,,,
37526,,,,,,,1.0,,,,1.0,,1.0
37528,,,,,1.0,,1.0,,,1.0,,,
37529,,,,,,,1.0,,,,,,
37530,,1.0,,,,,,,,,,,1.0
37531,,1.0,,,,,1.0,,,,,1.0,
37532,1.0,,,,,1.0,,,1.0,,,1.0,
37533,1.0,,,,,1.0,1.0,,,,1.0,,
37534,,,,,,,,,,1.0,,,
37535,,,,,,,1.0,,,,,1.0,
37536,,,1.0,,,1.0,,,,1.0,1.0,,
37537,1.0,,,,,,,,,,,1.0,
37538,1.0,1.0,,,,1.0,1.0,,,1.0,,,
37539,,,,,,,1.0,1.0,,,,,
37540,,,,,,,,,,,,,
37541,,,,,,,1.0,,,,,,
37542,,,1.0,,,1.0,,,,,,,
37543,,1.0,,,,,1.0,,,,,,
37544,,,,,,,1.0,,,,,,
37545,,,1.0,,,,,,,,,,
37546,,,,,,,,,,,,,
37547,1.0,1.0,,,,,,,,,,,
37548,,,,,,,,,,,,,
37549,,,,,,,1.0,,,,,,
37550,,,1.0,,,,,,,,,,1.0
37551,1.0,,,,1.0,,1.0,,,1.0,,,1.0
37552,,,,,,,,,,,,,
37553,1.0,,1.0,,,,,,,1.0,,,
37554,,,,,,,1.0,,,,,,
37555,1.0,,,,1.0,,,,,1.0,,1.0,
37556,,,,,,,,,,1.0,1.0,,
37557,,,,,,,1.0,,,,,,
37558,1.0,,,1.0,,,,1.0,,,,,1.0
37559,,,,,,,,,,,,,
37560,1.0,,,,,,1.0,,,,,1.0,
37561,,1.0,,,,,1.0,,1.0,,,,
37562,,,,1.0,,,1.0,1.0,,,,,
37563,,,,,1.0,,,1.0,,1.0,,,
37564,,,,,,,,,,,,1.0,
37565,,,,,,,,,,,,,
37566,,,,,,,,,,,,,
37567,,1.0,,,,,,,,,,,
37568,,,,,,,1.0,,1.0,,,,
37569,,1.0,,,,,,,,1.0,,,
37570,,,,,,,1.0,,,,,1.0,
37571,,,,,,,,,,,,,
37572,,1.0,,,,,1.0,,,,,,1.0
37573,,,,,,,,,1.0,,,,
37574,,,1.0,,,,1.0,,,,,,
37575,,,,1.0,,,,1.0,,,,,1.0
37576,1.0,,,,1.0,,,,,,,,
37577,,,,,,,1.0,1.0,1.0,1.0,,,
37578,1.0,1.0,,,,,1.0,,,,,,
37579,,1.0,,,,,1.0,,,,,,
37580,,,,,,,,,,,,,
37581,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,
37582,,,,,,,1.0,,,,,,
37583,,,,,,,,,,,,,
37584,,,,,1.0,,,,,,,1.0,
37585,,,,,,,,,,,,1.0,
37586,,,,,,,,,,,,,
37587,,,,,,,,,,,,,
37588,1.0,1.0,,,,,1.0,,,,,,
37589,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0
37590,,,1.0,,,,,,,,,,
37591,,,,,,,1.0,,,,,1.0,
37592,1.0,1.0,1.0,,,,1.0,,,,,,1.0
37593,1.0,,,,,1.0,1.0,,,1.0,1.0,,
37594,1.0,,,,,,,,,,,,
37595,,,,,,,,,,,,,
37596,1.0,,,,1.0,,,,,,,,
37597,,,,,1.0,1.0,,,,,,,1.0
37598,,,,,1.0,,,,,1.0,,,
37599,,,1.0,,,,1.0,,,,,,
37600,,,,,,,1.0,,,,1.0,,
37601,1.0,,,,,,,,,,,,
37602,,1.0,,,,,,,,,,,
37603,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,
37604,,,,,1.0,,,,,1.0,,,1.0
37605,,,,,,,,,1.0,,,,
37606,,,,,,,,,,1.0,,1.0,
37607,,,,,,,,,,,,,
37608,,,,,1.0,,1.0,,1.0,1.0,,,
37609,,,,,,,,,,,,,
37610,1.0,,1.0,,,,,,,1.0,1.0,,
37611,,,,,,,,,,,,,
37612,,,,,,,,,,,,1.0,
37613,,1.0,,,,,,,,1.0,,,
37614,,,,,,,,,,,,,
37615,,,,,,,,,,,,,
37616,,,,,,,,,,,,1.0,
37617,,,,,,,,,,,,,
37618,1.0,,,,,,,,,,,1.0,
37619,,,,,,,1.0,,,1.0,,,
37620,,,1.0,,,1.0,1.0,,,,,,1.0
37621,1.0,,,,1.0,,,,,1.0,,,
37622,,,,,,,,,,,,,
37623,,,,,,,,,,,,,
37624,,,,,,,1.0,,1.0,,,,
37625,,,,,,,,,,,,,
37626,,,,,,,,,,,,,
37627,,,,,,,,,,,,,
37628,,,,,,,,,,,,,
37629,,,,,,,,,,,,,
37630,,,,,,,,,,,,1.0,
37631,,,,,,,,,,,,,
37632,,,1.0,,1.0,1.0,1.0,,,1.0,,,
37633,,,,,1.0,,1.0,1.0,,,,,
37634,,,,,,,,,,,,,
37635,1.0,,,,1.0,,1.0,,,,,,
37636,,,,,,,,,,,,,
37637,,,,,,,,,,,,,
37638,1.0,,1.0,,1.0,,,,,1.0,,,
37639,,,1.0,,,,1.0,,,,,1.0,
